WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,Estimates Start After
676,MWI,LP,Malawi,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: International Financial Institution Latest actual data: 2016 Primary domestic currency: Malawian kwacha Data last updated: 03/2024,6.564,6.748,6.923,7.116,7.368,7.7,8.133,8.647,9.185,9.667,10.039,10.275,10.4,10.461,10.533,10.666,10.876,11.148,11.458,11.774,12.07,12.343,12.813,13.098,13.385,13.654,14.043,14.439,14.846,15.274,15.714,16.166,16.632,17.111,17.604,18.111,18.632,19.169,19.721,20.289,20.873,21.474,22.093,22.729,23.384,24.057,24.75,25.463,26.196,26.95,2016.0
548,MYS,LP,Malaysia,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2022 Primary domestic currency: Malaysian ringgit Data last updated: 03/2024,13.885,14.229,14.592,14.955,15.328,15.823,16.257,16.681,17.094,17.508,18.267,18.547,19.068,19.602,20.142,20.682,21.223,21.769,22.334,22.91,23.495,24.123,24.727,25.32,25.905,26.477,26.832,27.1,27.6,28.082,28.589,29.062,29.51,30.214,30.709,31.186,31.634,32.023,32.382,32.523,32.447,32.576,32.652,33.059,33.46,33.852,34.234,34.606,34.968,35.319,2022.0
556,MDV,LP,Maldives,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: Department of National Planning. Latest actual data: 2014 Primary domestic currency: Maldivian rufiyaa Data last updated: 03/2024,0.152,0.158,0.163,0.169,0.175,0.182,0.189,0.193,0.198,0.204,0.212,0.222,0.228,0.234,0.24,0.245,0.25,0.255,0.261,0.266,0.27,0.276,0.281,0.285,0.289,0.294,0.299,0.305,0.31,0.315,0.32,0.325,0.331,0.336,0.342,0.348,0.354,0.36,0.366,0.372,0.378,0.384,0.391,0.397,0.404,0.411,0.418,0.425,0.432,0.439,2014.0
678,MLI,LP,Mali,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Notes: Population data from World Development Indicators. Primary domestic currency: CFA franc Data last updated: 03/2024,7.373,7.533,7.696,7.864,8.03,8.188,8.335,8.474,8.617,8.774,8.945,9.124,9.311,9.507,9.712,9.921,10.132,10.359,10.62,10.917,11.239,11.584,11.953,12.342,12.752,13.181,13.624,14.081,14.551,15.033,15.529,16.04,16.515,17.004,17.552,18.113,18.7,19.311,19.934,20.567,21.23,21.915,22.621,23.348,24.101,24.877,25.678,26.505,27.359,28.24,2022.0
181,MLT,LP,Malta,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: Eurostat Latest actual data: 2023 Primary domestic currency: Euro Data last updated: 03/2024,0.315,0.318,0.32,0.332,0.329,0.332,0.341,0.343,0.346,0.349,0.352,0.362,0.366,0.369,0.373,0.376,0.378,0.381,0.384,0.386,0.389,0.391,0.395,0.397,0.4,0.403,0.405,0.406,0.408,0.411,0.414,0.415,0.418,0.423,0.429,0.44,0.45,0.46,0.476,0.494,0.515,0.516,0.521,0.542,0.545,0.547,0.55,0.553,0.556,0.559,2023.0
867,MHL,LP,Marshall Islands,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: FY2021/22 Primary domestic currency: US dollar Data last updated: 02/2024,,,,,,,,,,,,,,,,,,0.049,0.05,0.051,0.051,0.051,0.05,0.05,0.05,0.051,0.051,0.052,0.052,0.052,0.053,0.053,0.053,0.052,0.051,0.05,0.049,0.047,0.045,0.044,0.044,0.044,0.045,0.045,0.045,0.046,0.046,0.047,0.047,0.047,2022.0
682,MRT,LP,Mauritania,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2014 Primary domestic currency: New Mauritanian ouguiya Data last updated: 02/2024,,,,,,,,,,,1.996,2.05,2.108,2.167,2.228,2.292,2.358,2.425,2.495,2.568,2.643,2.72,2.8,2.882,2.965,3.047,2.953,3.036,3.119,3.202,3.285,3.369,3.454,3.537,3.621,3.706,3.794,3.881,3.97,4.058,4.147,4.24,4.334,4.43,4.529,4.629,4.732,4.837,4.944,5.054,2014.0
684,MUS,LP,Mauritius,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Mauritian rupee Data last updated: 03/2024,0.966,0.98,0.993,1.002,1.012,1.021,1.028,1.036,1.043,1.051,1.059,1.07,1.084,1.097,1.113,1.122,1.134,1.148,1.16,1.175,1.187,1.196,1.205,1.213,1.221,1.228,1.234,1.24,1.244,1.247,1.25,1.252,1.256,1.259,1.261,1.263,1.264,1.265,1.266,1.265,1.266,1.264,1.261,1.261,1.261,1.261,1.261,1.261,1.26,1.26,2022.0
273,MEX,LP,Mexico,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Population Statistics Office (CONAPO) Latest actual data: 2020 Primary domestic currency: Mexican peso Data last updated: 03/2024,68.072,69.715,71.37,73.035,74.707,76.375,78.029,79.665,81.282,82.89,84.503,86.127,87.753,89.365,90.954,92.507,94.006,95.438,96.799,98.085,99.369,100.739,102.167,103.588,104.971,106.371,107.886,109.539,111.276,113.03,114.756,116.446,118.061,119.598,121.049,122.368,123.587,124.777,125.996,127.216,128.209,128.983,129.961,131.135,132.274,133.367,134.407,135.392,136.322,137.201,2020.0
868,FSM,LP,Micronesia,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: FY2020/21 Primary domestic currency: US dollar Data last updated: 03/2024,,,,,,,,,,,,,,,,0.106,0.106,0.106,0.107,0.107,0.107,0.107,0.106,0.106,0.106,0.106,0.105,0.104,0.104,0.103,0.103,0.104,0.104,0.104,0.103,0.103,0.102,0.101,0.1,0.098,0.097,0.096,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,2021.0
921,MDA,LP,Moldova,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Moldovan leu Data last updated: 02/2024,,,,,,,,,,,,,2.977,2.969,2.973,2.97,2.96,2.95,2.946,2.941,2.934,2.928,2.92,2.911,2.906,2.897,2.89,2.883,2.879,2.876,2.873,2.873,2.873,2.871,2.869,2.845,2.824,2.78,2.73,2.682,2.634,2.587,2.541,2.496,2.451,2.408,2.365,2.323,2.281,2.241,2022.0
948,MNG,LP,Mongolia,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Mongolian tögrög   Data last updated: 03/2024,,,,,,,,,,,2.078,2.129,2.169,2.189,2.21,2.243,2.276,2.307,2.34,2.373,2.403,2.432,2.466,2.495,2.522,2.551,2.583,2.62,2.666,2.716,2.761,2.812,2.868,2.93,2.996,3.058,3.12,3.178,3.238,3.297,3.358,3.41,3.458,3.504,3.55,3.594,3.639,3.684,3.73,3.776,2022.0
943,MNE,LP,Montenegro,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office. MONSTAT Latest actual data: 2023 Notes: A population census was conducted in 2023 and showed a 2.1 percent increase of population compared to the previous 2011 census result. Primary domestic currency: Euro Data last updated: 03/2024,,,,,,,,,,,,,,,,,,,,,0.605,0.607,0.61,0.612,0.613,0.614,0.615,0.616,0.617,0.618,0.619,0.62,0.62,0.62,0.62,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.633,0.633,0.633,0.634,0.634,0.634,0.635,0.635,2023.0
686,MAR,LP,Morocco,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Moroccan dirham Data last updated: 03/2024,19.432,19.938,20.459,20.944,21.441,21.951,22.469,23.002,23.528,24.075,24.167,24.634,25.095,25.549,25.996,26.384,26.761,27.14,27.519,27.9,28.283,28.666,29.051,29.438,29.826,30.215,30.606,30.998,31.391,31.786,32.182,32.579,32.978,33.378,33.77,34.125,34.487,34.852,35.22,35.587,35.952,36.313,36.669,37.022,37.37,37.712,38.05,38.381,38.706,39.023,2022.0
688,MOZ,LP,Mozambique,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: International Financial Institution. Human Development Indicators. Latest actual data: 2015 Notes: Data prior to 1992 cannot be confirmed by national sources at this time. Primary domestic currency: Mozambican metical Data last updated: 04/2024,11.63,11.913,12.19,12.44,12.636,12.764,12.809,12.786,12.758,12.806,12.987,13.328,13.806,14.371,14.948,15.483,15.96,16.397,16.814,17.244,17.712,18.222,18.764,19.331,19.911,20.494,21.08,21.673,22.277,22.895,23.532,24.188,24.863,25.561,26.286,27.042,27.83,28.649,29.424,30.286,31.178,32.077,32.97,33.897,34.858,35.835,36.826,37.831,38.85,39.88,2015.0
518,MMR,LP,Myanmar,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: Department of Population Latest actual data: FY2020/21 Primary domestic currency: Myanmar kyat Data last updated: 03/2024,,,,,,,,,,,,,,,,,,,44.345,44.981,45.585,46.126,46.59,46.977,47.304,47.598,47.887,48.186,48.496,48.818,49.159,49.521,49.909,50.324,50.758,51.199,51.633,52.05,52.449,52.832,53.199,53.55,53.886,54.205,54.506,54.789,55.054,55.301,55.53,55.74,2021.0
728,NAM,LP,Namibia,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: IMF Staff Estimates Latest actual data: 2022 Primary domestic currency: Namibian dollar Data last updated: 02/2024,,,,,,,,,,,1.345,1.403,1.455,1.504,1.549,1.594,1.643,1.696,1.75,1.805,1.828,1.83,1.86,1.891,1.923,1.957,1.992,1.994,2.024,2.054,2.085,2.116,2.155,2.196,2.238,2.281,2.324,2.369,2.414,2.459,2.504,2.55,2.596,2.643,2.69,2.738,2.788,2.838,2.889,2.941,2022.0
836,NRU,LP,Nauru,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,"Source: Nauru Bureau of Statistics, Secretariat of the Pacific Community, IMF staff estimates Latest actual data: FY2019/20 Primary domestic currency: Australian dollar Data last updated: 03/2024",,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.011,0.011,0.012,0.012,0.013,0.012,0.012,0.012,0.012,0.013,0.013,0.013,0.013,0.014,0.014,0.014,0.014,2020.0
558,NPL,LP,Nepal,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: International Financial Institution. WDI database Latest actual data: 2022 Primary domestic currency: Nepalese rupee Data last updated: 03/2024,15.63,15.994,16.369,16.754,17.145,17.541,17.937,18.326,18.721,19.145,19.617,20.131,20.702,21.267,21.795,22.306,22.784,23.249,23.703,24.143,24.56,24.956,25.332,25.683,26.004,26.285,26.519,26.714,26.882,27.027,27.162,27.266,27.331,27.382,27.462,27.61,27.861,28.183,28.507,28.832,29.349,30.035,30.548,31.081,31.623,32.174,32.736,33.307,33.888,34.479,2022.0
138,NLD,LP,Netherlands,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2023 Primary domestic currency: Euro Data last updated: 03/2024,14.091,14.209,14.286,14.34,14.395,14.454,14.529,14.615,14.715,14.805,14.893,15.01,15.129,15.239,15.342,15.424,15.494,15.567,15.654,15.76,15.864,15.987,16.105,16.193,16.258,16.306,16.334,16.358,16.405,16.486,16.575,16.656,16.73,16.78,16.829,16.901,16.979,17.082,17.181,17.282,17.408,17.475,17.591,17.811,17.922,18.029,18.134,18.234,18.332,18.429,2023.0
196,NZL,LP,New Zealand,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office. Statistics New Zealand Latest actual data: 2022 Primary domestic currency: New Zealand dollar Data last updated: 03/2024,3.108,3.125,3.149,3.179,3.211,3.242,3.272,3.301,3.331,3.366,3.406,3.496,3.533,3.574,3.622,3.676,3.734,3.783,3.816,3.837,3.86,3.887,3.951,4.028,4.089,4.136,4.185,4.226,4.262,4.305,4.353,4.386,4.411,4.447,4.52,4.613,4.717,4.815,4.902,4.986,5.086,5.111,5.125,5.239,5.308,5.374,5.44,5.506,5.574,5.642,2022.0
278,NIC,LP,Nicaragua,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: Central Bank Latest actual data: 2020 Primary domestic currency: Nicaraguan córdoba Data last updated: 03/2024,,,,,,,,,,,,,,,4.299,4.427,4.549,4.669,4.763,4.859,4.957,5.059,5.162,5.268,5.375,5.483,5.523,5.596,5.669,5.77,5.843,5.916,6.094,6.158,6.222,6.287,6.353,6.419,6.485,6.553,6.496,6.539,6.607,6.676,6.746,6.816,6.887,6.959,7.031,7.105,2020.0
692,NER,LP,Niger,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2009 Primary domestic currency: CFA franc Data last updated: 03/2024,5.794,5.991,6.199,6.415,6.634,6.854,7.076,7.303,7.534,7.772,8.019,8.282,8.564,8.861,9.171,9.49,9.827,10.178,10.546,10.93,11.332,11.751,12.19,12.648,13.126,13.624,14.144,14.685,15.251,15.843,16.464,17.115,17.795,18.504,19.24,20.002,20.789,21.602,22.443,23.311,24.207,25.131,26.084,27.066,28.08,29.126,30.204,31.315,32.458,33.636,2009.0
694,NGA,LP,Nigeria,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: International Financial Institution Latest actual data: 2012 Primary domestic currency: Nigerian naira Data last updated: 03/2024,73.424,75.441,77.428,79.415,81.449,83.563,85.766,88.048,90.395,92.788,95.212,97.668,100.162,102.701,105.294,107.948,110.669,113.458,116.32,119.26,122.284,125.394,128.596,131.901,135.32,138.865,142.538,146.34,150.27,154.325,158.503,162.805,167.229,171.766,176.405,181.137,185.96,190.873,195.875,200.964,206.14,211.401,216.747,222.182,227.713,233.343,239.073,244.902,250.83,256.855,2012.0
962,MKD,LP,North Macedonia,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2023 Primary domestic currency: Macedonian denar Data last updated: 03/2024,,,,,,,,,,,,,1.933,1.942,1.952,1.963,1.977,1.983,1.993,2.002,2.01,2.016,2.022,2.026,2.033,2.037,2.04,2.044,2.047,2.051,2.055,2.059,2.061,2.064,2.067,2.07,2.072,2.075,2.076,2.077,2.073,2.069,2.063,2.063,2.063,2.063,2.063,2.063,2.063,2.063,2023.0
142,NOR,LP,Norway,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2023 Primary domestic currency: Norwegian krone Data last updated: 03/2024,4.092,4.107,4.123,4.134,4.146,4.159,4.174,4.198,4.221,4.233,4.25,4.274,4.299,4.325,4.348,4.37,4.393,4.413,4.441,4.473,4.501,4.519,4.547,4.573,4.599,4.632,4.672,4.722,4.787,4.843,4.908,4.973,5.038,5.096,5.156,5.205,5.252,5.29,5.324,5.357,5.385,5.415,5.475,5.534,5.567,5.6,5.634,5.668,5.702,5.736,2023.0
449,OMN,LP,Oman,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,"Source: National Statistics Office. For data prior to 1990, the source is IFS - International Financial Statistics. Latest actual data: 2022 Primary domestic currency: Omani rial Data last updated: 03/2024",1.357,1.47,1.47,1.583,1.696,1.696,1.809,1.922,1.922,2.035,1.843,1.91,1.979,2.047,2.112,2.172,2.225,2.274,2.318,2.361,2.402,2.443,2.484,2.526,2.57,2.618,2.67,2.726,2.785,2.883,2.998,3.295,3.623,3.855,3.992,4.159,4.414,4.56,4.602,4.618,4.445,4.488,4.891,5.047,5.209,5.375,5.547,5.725,5.908,6.097,2022.0
564,PAK,LP,Pakistan,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: FY2022/23 Notes: Data refer to fiscal years Primary domestic currency: Pakistan rupee Data last updated: 03/2024,80.607,82.991,85.445,87.899,90.354,92.828,95.341,97.874,100.435,103.017,105.999,108.346,111.212,114.117,117.063,120.047,123.069,126.128,129.222,132.352,135.55,138.87,142.28,145.78,149.36,153.04,156.81,160.67,164.63,168.69,172.86,177.13,181.52,186.01,190.62,195.35,200.19,205.17,209.75,213.95,218.24,222.59,227.027,231.552,236.167,240.875,245.676,250.573,255.567,260.661,2023.0
565,PLW,LP,Palau,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: Ministry of Finance or Treasury Latest actual data: 2022 Primary domestic currency: US dollar Data last updated: 02/2024,,,,,,,,,,,,,,,,,,,,,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.018,0.018,0.018,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,2022.0
283,PAN,LP,Panama,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2023 Primary domestic currency: US dollar Data last updated: 03/2024,1.982,2.03,2.078,2.127,2.176,2.225,2.274,2.324,2.374,2.424,2.474,2.527,2.581,2.636,2.691,2.747,2.804,2.862,2.921,2.98,3.041,3.102,3.164,3.227,3.289,3.351,3.413,3.476,3.538,3.6,3.662,3.724,3.788,3.851,3.913,3.975,4.037,4.098,4.159,4.219,4.279,4.337,4.395,4.453,4.51,4.566,4.621,4.677,4.734,4.791,2023.0
853,PNG,LP,Papua New Guinea,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,"Source: Ministry of Finance or Treasury, World Bank, and NSO Latest actual data: 2021 Primary domestic currency: Papua New Guinea kina Data last updated: 03/2024",2.96,3.04,3.11,3.18,3.25,3.33,3.4,3.35,3.45,3.6,3.758,3.875,4.181,4.288,4.401,4.52,4.64,4.761,4.883,5.006,5.13,5.256,5.384,5.515,5.647,5.781,5.917,6.056,6.196,6.339,6.684,7.047,7.431,7.593,7.756,7.92,8.085,8.254,8.426,8.601,8.781,11.782,12.027,12.278,12.534,12.796,13.062,13.335,13.613,13.897,2021.0
288,PRY,LP,Paraguay,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,"Source: National Statistics Office. Proyección de la Población Nacional, Áreas Urbana y Rural por Sexo y Edad, 2000-2025 Latest actual data: 2022 Primary domestic currency: Paraguayan guaraní Data last updated: 03/2024",3.151,3.245,3.342,3.442,3.545,3.652,3.767,3.887,4.01,4.138,4.138,4.406,4.496,4.588,4.681,4.777,4.874,4.974,5.075,5.179,5.284,5.385,5.485,5.583,5.682,5.78,5.877,5.975,6.072,6.169,6.266,6.363,6.461,6.559,6.657,6.756,6.855,6.954,7.053,7.153,7.253,7.353,7.454,7.555,7.656,7.758,7.862,7.966,8.073,8.18,2022.0
293,PER,LP,Peru,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2017 Primary domestic currency: Peruvian sol Data last updated: 03/2024,17.546,17.987,18.43,18.873,19.318,19.766,20.219,20.676,21.135,21.588,22.032,22.48,22.924,23.366,23.806,24.243,24.689,25.145,25.593,26.014,26.39,26.715,26.999,27.255,27.492,27.722,27.935,28.122,28.3,28.485,28.693,28.906,29.113,29.341,29.616,29.964,30.423,30.974,31.562,32.131,32.626,33.035,33.397,33.731,34.068,34.409,34.753,35.101,35.452,35.806,2017.0
566,PHL,LP,Philippines,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office. Accessed via Haver Latest actual data: 2023 Primary domestic currency: Philippine peso Data last updated: 03/2024,47.88,49.089,50.318,51.586,52.864,54.172,55.49,56.877,58.165,59.553,60.94,62.36,63.82,65.32,66.84,68.41,71.9,73.53,75.36,76.99,76.95,78.61,80.27,81.91,83.55,85.17,86.79,88.39,89.98,91.56,93.14,94.7,96.25,97.79,99.31,100.83,102.53,104.17,105.76,107.29,108.77,110.2,111.57,112.89,114.161,115.375,116.602,117.843,119.096,120.363,2023.0
964,POL,LP,Poland,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2023 Primary domestic currency: Polish zloty Data last updated: 03/2024,35.567,35.887,36.216,36.731,37.049,37.327,37.558,37.75,37.786,37.824,38.186,38.286,38.386,38.501,38.581,38.581,38.609,38.639,38.66,38.667,38.263,38.254,38.242,38.219,38.191,38.174,38.157,38.125,38.116,38.136,38.023,38.063,38.064,38.063,38.018,38.006,37.967,37.973,37.977,37.973,37.958,37.84,37.654,36.754,36.701,36.638,36.566,36.493,36.42,36.347,2023.0
182,PRT,LP,Portugal,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2023 Primary domestic currency: Euro Data last updated: 03/2024,9.766,9.851,9.912,9.958,9.996,10.024,10.033,10.03,10.02,10.005,9.983,9.96,9.953,9.965,9.992,10.026,10.064,10.109,10.16,10.218,10.29,10.363,10.42,10.459,10.484,10.503,10.522,10.543,10.558,10.568,10.573,10.558,10.515,10.457,10.401,10.358,10.326,10.3,10.284,10.286,10.297,10.295,10.299,10.309,10.32,10.33,10.304,10.278,10.252,10.231,2023.0
